w_0.jpg,1328.843940,836.370388,1037.059697,626.368976
w_10.jpg,1149.928293,1916.057001,1672.762017,1808.876123
w_10000.jpg,1705.621762,1086.981030,1559.606937,1140.723310
w_10001.jpg,1934.814882,1553.510020,1816.443330,1382.728516
w_10002.jpg,1391.402259,775.684689,1242.036101,661.791931
w_10003.jpg,1509.362383,134.751905,1614.491393,403.479395
w_10004.jpg,1554.664600,966.095942,1868.679652,978.155822
w_10005.jpg,1223.655462,1029.019448,958.389864,934.279374
w_10006.jpg,1743.353075,633.499589,1738.984429,435.441150
w_10007.jpg,1739.376750,894.358266,1747.475790,598.819638
w_10008.jpg,1469.432173,1181.584008,1331.599365,995.807609
w_10009.jpg,2463.971594,1595.282158,2768.512126,1999.515562
w_1001.jpg,1403.687051,1066.133904,1121.618019,881.399892
w_10010.jpg,1423.688366,1210.946887,1606.193476,956.157868
w_10011.jpg,970.804171,1727.621321,1254.277072,1988.183695
w_10012.jpg,1350.519965,1194.800997,1147.746939,839.566527
w_10013.jpg,1450.997794,1207.133663,1443.892204,1036.047981
w_10014.jpg,970.615000,848.456109,765.992618,1011.841688
w_10015.jpg,1627.909506,841.496064,1412.947051,1071.169049
w_10016.jpg,1529.644347,1327.406420,1674.231524,1203.024783
w_10017.jpg,3250.289207,1951.065686,2473.982468,2120.902286
w_10018.jpg,1733.780947,1219.071909,1474.496333,1384.469150
w_10019.jpg,1695.195771,1087.210074,1792.211736,1241.612177
w_1002.jpg,1552.009560,915.299962,1912.079031,1067.750422
w_10020.jpg,2498.233833,840.615520,2095.356298,1391.667016
w_10021.jpg,2741.529547,1428.393226,2433.952677,1251.983342
w_10022.jpg,1722.431694,1161.743930,1532.596184,1388.295261
w_10023.jpg,1238.214978,919.861585,1310.539849,1239.325221
w_10024.jpg,1569.979141,1498.853385,1626.046198,1655.461616
w_10025.jpg,1541.611046,1025.907372,1195.489261,1025.768413
w_10026.jpg,2260.928187,934.094591,1890.373354,1595.713697
